OTU;Vigne_2023_106;Vigne_2023_52;Vigne_2023_150;Vigne_2023_346;Vigne_2023_90;Vigne_2023_329;Vigne_2023_107;Vigne_2023_26;Vigne_2023_54;Vigne_2023_337;Vigne_2023_21;Vigne_2023_345;Vigne_2023_334;Vigne_2023_97;Vigne_2023_159;Vigne_2023_18;Vigne_2023_92;Vigne_2023_84;Vigne_2023_339;Vigne_2023_15;Vigne_2023_37;Vigne_2023_115;Vigne_2023_83;Vigne_2023_57;Vigne_2023_343;Vigne_2023_127;Vigne_2023_154;Vigne_2023_148;Vigne_2023_116;Vigne_2023_147;Vigne_2023_153;Vigne_2023_105;Vigne_2023_9;Vigne_2023_128;Vigne_2023_36;Vigne_2023_332;Vigne_2023_50;Vigne_2023_89;Vigne_2023_3;Vigne_2023_78;Vigne_2023_86;Vigne_2023_123;Vigne_2023_130;Vigne_2023_344;Vigne_2023_81;Vigne_2023_66;Vigne_2023_39;Vigne_2023_12;Vigne_2023_156;Vigne_2023_328;Vigne_2023_124;Vigne_2023_20;Vigne_2023_95;Vigne_2023_110;Vigne_2023_144;Vigne_2023_134;Vigne_2023_70;Vigne_2023_141;Vigne_2023_55;Vigne_2023_152;Vigne_2023_91;Vigne_2023_80;Vigne_2023_114;Vigne_2023_118;Vigne_2023_85;Vigne_2023_158;Vigne_2023_23;Vigne_2023_29;Vigne_2023_98;Vigne_2023_94;Vigne_2023_168;Vigne_2023_61;Vigne_2023_166;Vigne_2023_340;Vigne_2023_131;Vigne_2023_17;Vigne_2023_10;Vigne_2023_48;Vigne_2023_136;Vigne_2023_102;Vigne_2023_2;Vigne_2023_327;Vigne_2023_16;Vigne_2023_88;Vigne_2023_34;Vigne_2023_77;Vigne_2023_330;Vigne_2023_341;Vigne_2023_103;Vigne_2023_117;Vigne_2023_59;Vigne_2023_338;Vigne_2023_347;Vigne_2023_63;Vigne_2023_146;Vigne_2023_28;Vigne_2023_125;Vigne_2023_24;Vigne_2023_35;Vigne_2023_138;Vigne_2023_82;Vigne_2023_101;Vigne_2023_45;Vigne_2023_71;Vigne_2023_163;Vigne_2023_139;Vigne_2023_Temoin_1;Vigne_2023_104;Vigne_2023_73;Vigne_2023_68;Vigne_2023_38;Vigne_2023_42;Vigne_2023_22;Vigne_2023_5;Vigne_2023_108;Vigne_2023_19;Vigne_2023_40;Vigne_2023_162;Vigne_2023_126;Vigne_2023_145;Vigne_2023_7;Vigne_2023_112;Vigne_2023_27;Vigne_2023_133;Vigne_2023_335;Vigne_2023_331;Vigne_2023_1;Vigne_2023_333;Vigne_2023_160;Vigne_2023_142;Vigne_2023_135;Vigne_2023_79;Vigne_2023_47;Vigne_2023_336;Vigne_2023_119;Vigne_2023_67;Vigne_2023_Temoin_2;Vigne_2023_13;Vigne_2023_6;Vigne_2023_49;Vigne_2023_167;Vigne_2023_46;Vigne_2023_155;Vigne_2023_25;Vigne_2023_149;Vigne_2023_151;Vigne_2023_65;Vigne_2023_44;Vigne_2023_109;Vigne_2023_14;Vigne_2023_41;Vigne_2023_74;Vigne_2023_30;Vigne_2023_100;Vigne_2023_87;Vigne_2023_137;Vigne_2023_62;Vigne_2023_121;Vigne_2023_72;Vigne_2023_111;Vigne_2023_53;Vigne_2023_31;Vigne_2023_64;Vigne_2023_120;Vigne_2023_4;Vigne_2023_122;Vigne_2023_140;Vigne_2023_96;Vigne_2023_43;Vigne_2023_93;Vigne_2023_143;Vigne_2023_157;Vigne_2023_99;Vigne_2023_32;Vigne_2023_165;Vigne_2023_58;Vigne_2023_33;Vigne_2023_69;Vigne_2023_164;Vigne_2023_51;Vigne_2023_60;Vigne_2023_75;Vigne_2023_76;Vigne_2023_113;Vigne_2023_8;Vigne_2023_129;Vigne_2023_161;Vigne_2023_132;Vigne_2023_34300;Vigne_2023_342;Vigne_2023_11;Vigne_2023_56;TotalCount;MappingConfidence
MN450331.1;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;6;0;14;1;21;0;91;0;0;0;1;0;0;0;38;0;1;13;43;0;4;0;0;0;111;0;28;24;1;0;0;0;63;1;0;0;126;0;0;13;1;0;0;0;0;0;24;20;1;0;0;3;2;0;2;3;70;0;0;3;135;0;0;0;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0;0;5;0;11;0;1;0;1;0;0;0;533;0;0;111;0;0;0;6;1;109;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;1;0;11;0;0;12;0;0;0;0;0;120;0;0;98;0;22;0;0;103;30;0;3;1;0;0;1;0;0;0;0;53;2;0;0;0;5;1;573;0;0;0;0;0;0;0;0;0;63;299;3;0;5;0;0;0;1;0;76;0;3148;24.42%
MG865596.1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;25;0;0;27;22;1;0;1;0;0;0;1;28;1;0;0;1;0;8;0;1;0;24;0;0;1;0;0;0;0;0;0;0;8;0;0;0;1;2;0;0;1;0;0;0;0;9;0;0;0;0;0;0;4;11;9;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;53;0;0;0;0;1;0;0;0;0;0;0;6;0;8;0;0;22;2;0;0;0;0;7;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;1;344;21.43%
MG865485.1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;0;2;0;0;0;4;0;0;0;0;0;0;0;1;0;2;0;0;0;84;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;12;0;0;0;1;22;18;0;0;0;1;0;16;0;0;0;1;1;0;0;0;0;4;0;20;1;0;4;0;0;1;0;0;0;38;6;0;0;0;0;0;1;0;0;2;0;305;91.65%
KJ372262.1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;3;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;0;1;0;0;0;0;0;2;0;14;0;0;0;1;0;9;0;0;0;60;0;0;0;0;0;0;1;0;0;0;26;0;0;0;1;0;0;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;2;0;0;0;0;17;0;0;1;0;7;0;0;0;8;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;8;0;0;0;0;0;0;0;0;12;0;241;94.29%
KP330800.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;486;3.13%
MG865519.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;4;0;14;0;10;0;0;0;3;0;0;0;1;0;0;7;0;0;0;1;0;0;3;0;22;3;0;0;0;0;4;0;0;0;12;0;0;8;0;0;0;0;0;0;20;14;1;0;0;1;2;0;0;3;1;0;0;6;4;0;0;46;0;0;0;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;5;0;0;4;0;14;0;0;8;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;12;24;0;0;0;0;17;0;0;3;0;11;0;0;4;32;0;4;0;0;0;6;0;0;0;3;11;0;0;0;0;8;0;9;15;0;12;0;0;4;0;0;0;10;2;0;0;13;0;0;5;0;0;3;0;496;93.77%
AY608608.1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;2;0;0;1;0;0;2;0;0;0;1;0;1;0;2;0;0;2;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;4;0;0;6;0;0;0;0;0;0;1;5;1;0;0;1;0;0;0;2;0;0;0;3;3;0;0;1;0;0;0;10;3;2;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;11;0;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;123;51.45%
MT074263.1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;1;0;0;0;4;0;0;1;8;0;0;1;3;0;0;0;0;0;0;0;22;0;0;0;0;0;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;0;0;0;2;17;0;0;0;2;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;13;0;0;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;163;69.33%
MK524757.1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;11;0;0;0;1;0;2;0;0;0;1;0;0;0;2;0;0;1;0;2;0;0;0;0;18;0;1;2;0;0;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;9;0;0;0;6;0;0;0;3;0;0;0;0;0;0;2;1;15;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;3;0;0;0;0;0;15;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;1;0;0;18;0;0;11;0;19;5;0;0;0;0;0;17;0;0;0;0;7;0;0;0;0;22;0;10;0;0;0;0;0;1;0;0;0;16;7;2;0;0;0;0;0;0;0;0;1;280;94.36%
MG865481.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;5;0;0;6;0;0;0;0;0;0;0;18;0;0;0;2;0;0;0;3;2;0;0;14;3;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;1;35;0;0;0;0;24;0;0;0;0;8;0;0;0;7;0;2;0;0;0;1;0;0;0;0;19;1;0;0;0;0;0;0;23;0;17;0;0;4;0;0;0;0;6;0;0;11;0;0;10;0;0;7;0;266;91.3%
MF036182.1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;9;0;0;6;4;0;0;0;0;0;0;0;27;1;0;0;0;0;1;0;0;0;10;0;0;2;0;0;0;0;0;0;1;5;0;0;0;2;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;6;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;160;35.9%
EU049205.1;0;0;0;0;0;0;0;0;0;0;11;1;0;1;0;263;0;1;2;2;2;2;0;0;1;3;0;0;0;4;0;0;22;0;0;0;18;0;0;5;0;18;2;0;0;0;0;4;0;0;0;5;0;0;27;0;113;0;1;0;0;10;65;3;0;0;1;109;0;0;74;8;4;0;82;7;0;0;72;0;0;0;77;3;6;3;0;1;1;0;59;0;1;24;0;0;0;0;20;1;11;0;0;11;0;3;2;0;0;0;0;0;2;0;7;0;0;1;0;0;79;0;0;1;0;2;0;0;0;0;0;8;0;0;68;0;0;3;150;0;0;43;0;81;0;1;4;1;43;0;0;12;120;0;13;0;1;1;26;0;0;0;6;93;0;0;0;0;52;0;50;19;0;51;0;0;47;1;0;2;5;10;17;0;0;0;0;54;0;0;3;244;2487;95.16%
KJ372258.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;9;2;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;11;0;7;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;73;84.86%
MG865506.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;13;45.19%
DQ665672.1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;31;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;3;0;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;5;0;104;73.21%
EU583793.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;78.97%
MG865483.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;35.25%
KR632862.1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;10;0;0;2;9;0;0;0;0;0;0;0;4;4;0;0;0;0;5;0;0;0;5;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;107;15.83%
MG865575.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;1;4;0;0;0;4;0;0;0;2;0;0;5;1;0;0;1;0;0;0;0;5;0;0;0;0;0;8;0;0;0;4;0;0;1;0;0;0;0;0;0;0;5;0;0;0;1;2;0;0;0;4;0;0;0;4;0;0;0;0;0;0;9;2;4;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;1;0;0;2;0;0;0;0;4;1;0;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6;0;0;0;0;0;0;8;0;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;124;61.29%
MG865546.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;3;0;0;2;5;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60.69%
MG865504.1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;6;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;3;1;0;0;0;1;3;0;0;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;3;0;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;100;72.64%
KX247599.1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;0;2;0;2;0;41;0;0;0;3;0;1;0;4;0;0;6;1;0;0;0;0;0;16;0;12;4;0;0;0;0;6;0;0;0;4;0;0;105;0;1;0;0;0;0;12;204;15;0;0;0;3;0;0;6;7;4;0;16;2;0;0;32;0;0;0;2;1;1;0;0;0;0;0;0;0;0;3;0;2;0;2;2;0;3;0;0;3;0;2;0;0;3;0;0;0;0;1;11;0;0;1;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;10;0;0;6;21;0;0;0;0;10;0;0;12;0;26;0;0;18;5;0;4;1;0;1;12;0;0;0;3;11;0;0;0;0;3;0;20;30;0;6;0;0;3;0;0;0;13;7;2;0;7;1;0;2;0;0;1;0;795;82.25%
HQ643444.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;25;0;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;3;0;0;1;0;14;0;0;1;2;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;1;0;0;1;0;0;6;0;0;0;0;118;96.92%
JQ031179.1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;53;54.13%
MH730800.1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;10;0;0;0;0;0;0;0;2;0;14;0;0;0;0;0;0;11;1;0;1;1;0;2;26;1;53;1;0;3;1;0;2;0;0;0;8;0;0;1;0;1;0;1;0;0;13;13;0;0;0;2;2;0;0;0;23;0;0;1;2;1;0;2;0;0;1;15;2;33;0;0;0;0;0;2;0;0;1;1;3;0;2;0;0;0;0;1;1;0;0;0;0;0;1;2;0;10;1;7;1;0;2;0;0;2;0;0;0;0;1;1;0;2;0;0;1;0;0;6;0;0;16;2;0;0;0;0;5;0;0;84;0;3;0;0;76;37;0;11;0;1;0;234;0;0;0;0;7;1;0;0;0;221;0;33;0;0;3;0;1;2;0;0;0;63;25;1;0;2;0;0;2;0;0;14;1;1150;56.69%
MG865476.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;4;6;0;0;0;0;0;0;0;3;2;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;63;8.18%
HQ643712.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;11;100.0%
MG865479.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;1;4;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;62;12.9%
MG865544.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;92.5%
MZ753914.1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;12;0;0;6;6;0;0;0;0;0;0;0;5;3;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;190;10.0%
